#DEPTH,AC,DEN,CNL
2552,221.32,2.63,25
2552.125,221.26,2.64,25.96
2552.25,223.31,2.64,26
2552.375,226.94,2.63,26
2552.5,230.24,2.62,26
2552.625,231.84,2.61,26
2552.75,231.2,2.6,26
2552.875,227.75,2.59,26
2553,222.3,2.59,26
2553.125,218.86,2.59,26
2553.25,218.02,2.59,26
2553.375,220.12,2.59,26
2553.5,225.65,2.6,26
2553.625,231.98,2.61,26
2553.75,236.31,2.61,27
2553.875,237.03,2.6,27.96
2554,235.53,2.6,27
2554.125,231.76,2.61,26.04
2554.25,227.08,2.61,25
2554.375,224.84,2.61,25
2554.5,225.64,2.6,26
2554.625,228.13,2.58,26.96
2554.75,232.84,2.57,27
2554.875,236.22,2.57,25.08
2555,234.57,2.58,24
2555.125,228.29,2.58,23.04
2555.25,219.48,2.59,22
2555.375,210.91,2.6,20.08
2555.5,206.56,2.61,19
2555.625,209.9,2.62,19
2555.75,216.42,2.62,19
2555.875,220.4,2.62,19
2556,220.54,2.61,20
2556.125,216.57,2.61,20
2556.25,210.5,2.61,19
2556.375,205.85,2.61,17.08
2556.5,202.37,2.61,15
2556.625,199.88,2.61,14.04
2556.75,196.67,2.62,12
2556.875,192.26,2.63,11.04
2557,188.1,2.65,11
2557.125,187.07,2.65,10.04
2557.25,189.27,2.65,11
2557.375,192.8,2.64,11.96
2557.5,195.89,2.63,13
2557.625,195.44,2.61,13.96
2557.75,194.15,2.6,14
2557.875,195.98,2.6,14.96
2558,202.5,2.6,16
2558.125,210.56,2.61,16.96
2558.25,217.68,2.61,19
2558.375,218.97,2.61,19.96
2558.5,214.6,2.6,21
2558.625,206.3,2.6,21
2558.75,198.49,2.59,19
2558.875,200.32,2.58,19
2559,218.28,2.56,18
2559.125,236.78,2.55,18
2559.25,249.41,2.54,18
2559.375,252.98,2.55,19.93
2559.5,247.65,2.57,23
2559.625,232.04,2.59,24.93
2559.75,216.1,2.61,25
2559.875,209.06,2.62,24.04
2560,206.62,2.62,21
2560.125,205.77,2.63,20.04
2560.25,205.9,2.64,20
2560.375,206.97,2.65,19.04
2560.5,208.77,2.65,18
2560.625,211.83,2.64,17.04
2560.75,216.14,2.63,17
2560.875,217.58,2.62,17.96
2561,215.53,2.61,19
2561.125,213.71,2.61,19
2561.25,213.48,2.61,19
2561.375,213.87,2.62,19.96
2561.5,215.58,2.62,21
2561.625,219.36,2.62,22.93
2561.75,224.22,2.61,25
2561.875,227.25,2.61,25
2562,228.95,2.61,26
2562.125,231.35,2.61,26
2562.25,235.99,2.61,26
2562.375,239.72,2.6,25.04
2562.5,238.95,2.59,25
2562.625,235.09,2.58,25
2562.75,228.23,2.58,23
2562.875,218.83,2.6,21.08
2563,209.97,2.61,19
2563.125,208.13,2.61,18.04
2563.25,211.54,2.61,18
2563.375,215.57,2.61,18.96
2563.5,218.39,2.61,20
2563.625,220.85,2.61,21.93
2563.75,225.94,2.61,24
2563.875,237.67,2.6,26.89
2564,254.37,2.58,30
2564.125,265.94,2.55,32.89
2564.25,268.32,2.54,34
2564.375,263.2,2.55,33.04
2564.5,250.54,2.58,31
2564.625,236.8,2.6,29.08
2564.75,230.19,2.62,27
2564.875,234.4,2.62,27
2565,240.24,2.62,27
2565.125,243.27,2.62,28.93
2565.25,245.18,2.61,30
2565.375,248.45,2.61,31.93
2565.5,255.08,2.6,32
2565.625,261.96,2.59,31.04
2565.75,266.35,2.57,29
2565.875,265.28,2.56,29
2566,256.09,2.57,29
2566.125,241.22,2.59,28.04
2566.25,225.63,2.6,27
2566.375,217.96,2.61,25.08
2566.5,215.81,2.62,25
2566.625,216.34,2.62,24.04
2566.75,216.57,2.62,24
2566.875,217.09,2.62,24
2567,218.62,2.62,23
2567.125,220.24,2.61,23
2567.25,223.29,2.61,24
2567.375,227.04,2.6,24
2567.5,227.22,2.6,23
2567.625,222.3,2.6,22.04
2567.75,215.93,2.61,21
2567.875,210.32,2.62,19.08
2568,205.07,2.63,18
2568.125,203.67,2.64,18
2568.25,205.87,2.64,19
2568.375,209.12,2.64,19.96
2568.5,212.38,2.64,21
2568.625,217.3,2.63,21.96
2568.75,226.68,2.62,24
2568.875,233.6,2.6,24.96
2569,233.65,2.58,23
2569.125,228.58,2.57,20.11
2569.25,220.66,2.58,17
2569.375,209.48,2.59,14.11
2569.5,198.83,2.6,13
2569.625,195.88,2.6,12.04
2569.75,199.53,2.6,12
2569.875,206.18,2.6,12.96
2570,215.25,2.6,15
2570.125,225.01,2.6,17.89
2570.25,233.52,2.6,21
2570.375,237.83,2.6,22.93
2570.5,237.46,2.6,24
2570.625,234.36,2.59,23.04
2570.75,231.27,2.59,23
2570.875,231.04,2.59,23.96
2571,233.06,2.58,24
2571.125,237.68,2.56,24
2571.25,248.4,2.54,24
2571.375,264.58,2.5,24
2571.5,280.16,2.46,24
2571.625,282.92,2.44,24.96
2571.75,274.76,2.45,26
2571.875,258.85,2.49,26
2572,235.13,2.54,22
2572.125,213.31,2.58,17.19
2572.25,201.52,2.59,14
2572.375,199.21,2.59,13.04
2572.5,199.14,2.59,13
2572.625,199.59,2.58,13
2572.75,200.95,2.57,14
2572.875,202.69,2.57,14
2573,204.21,2.56,14
2573.125,205.13,2.56,14
2573.25,206.22,2.56,15
2573.375,208.72,2.56,16.93
2573.5,215.37,2.58,20
2573.625,226.44,2.58,22.89
2573.75,238.96,2.58,25
2573.875,244.89,2.57,25
2574,242.17,2.56,23
2574.125,234.49,2.56,22.04
2574.25,226.11,2.57,21
2574.375,221.76,2.58,21.96
2574.5,220.77,2.58,22
2574.625,222.29,2.58,22
2574.75,223.02,2.58,21
2574.875,220.32,2.58,20.04
2575,214.49,2.59,20
2575.125,211.15,2.61,20
2575.25,211.2,2.61,20
2575.375,212.87,2.61,20
2575.5,214.62,2.6,21
2575.625,215.27,2.6,21
2575.75,214.23,2.6,21
2575.875,212.43,2.61,20.04
2576,210.17,2.62,20
2576.125,208.73,2.62,20.96
2576.25,209.7,2.62,21
2576.375,213.68,2.62,21
2576.5,218.45,2.62,22
2576.625,221.64,2.62,22.96
2576.75,222.79,2.62,24
2576.875,221.58,2.62,24
2577,217.83,2.59,24
2577.125,213.84,2.51,24.96
2577.25,210.46,2.36,27
2577.375,207.88,2.19,28.93
2577.5,205.56,2.07,29
2577.625,204.09,2.07,27.08
2577.75,203.49,2.21,26
2577.875,204.87,2.41,25.04
2578,208.5,2.59,25
2578.125,214.32,2.65,25
2578.25,222.4,2.66,25
2578.375,229.61,2.65,25
2578.5,233.27,2.63,25
2578.625,232.9,2.6,25
2578.75,230.16,2.59,25
2578.875,225.94,2.58,24.04
2579,220.56,2.6,23
2579.125,216.28,2.63,21.08
2579.25,213.04,2.65,20
2579.375,210.88,2.66,19.04
2579.5,209.42,2.65,19
2579.625,209.47,2.63,18.04
2579.75,211.14,2.61,18
2579.875,214.45,2.58,17.04
2580,217.55,2.56,17
2580.125,217.01,2.54,17
2580.25,214.36,2.55,17
2580.375,215.36,2.58,17.96
2580.5,222.29,2.6,20
2580.625,234.2,2.61,23.85
2580.75,252.43,2.57,28
2580.875,271.8,2.45,31.85
2581,292.58,2.25,34
2581.125,314.91,2.08,34.96
2581.25,342.28,1.95,37
2581.375,359.72,1.89,39.89
2581.5,368.1,1.86,45
2581.625,362.61,1.86,45
2581.75,341.02,1.87,41
2581.875,309.55,1.91,35.23
2582,276.79,2,30
2582.125,250.66,2.13,27.11
2582.25,227.12,2.28,25
2582.375,211.95,2.36,24.04
2582.5,202.52,2.38,22
2582.625,200.84,2.35,21.04
2582.75,203.68,2.35,21
2582.875,207.36,2.39,21
2583,209.95,2.49,21
2583.125,211.87,2.56,21
2583.25,213.38,2.6,22
2583.375,213.79,2.61,22.96
2583.5,214.06,2.61,24
2583.625,214.28,2.61,24
2583.75,214,2.61,24
2583.875,213.7,2.61,23.04
2584,213.69,2.61,23
2584.125,213.58,2.61,23
2584.25,213.67,2.61,23
2584.375,213.92,2.62,22.04
2584.5,213.32,2.62,22
2584.625,211.99,2.62,20.08
2584.75,210.4,2.62,19
2584.875,208.51,2.61,19
2585,207.09,2.61,19
2585.125,207.79,2.61,19
2585.25,208.74,2.62,18
2585.375,208.12,2.63,17.04
2585.5,206.63,2.63,16
2585.625,208.04,2.64,16
2585.75,213.11,2.64,16
2585.875,217.01,2.63,16.96
2586,220.59,2.63,19
2586.125,224.48,2.62,19.96
2586.25,225.13,2.62,22
2586.375,221.91,2.62,23.93
2586.5,220.47,2.62,24
2586.625,222.34,2.63,23.04
2586.75,224.41,2.63,22
2586.875,223.94,2.64,22
2587,220.91,2.64,21
2587.125,215.11,2.63,19.08
2587.25,206.18,2.62,19
2587.375,199.04,2.59,19
2587.5,203.26,2.54,22
2587.625,220.45,2.48,24.89
2587.75,241.72,2.42,28
2587.875,254.68,2.39,29.93
2588,263.82,2.39,34
2588.125,262.25,2.4,35.93
2588.25,255.23,2.39,38
2588.375,262.75,2.31,39.93
2588.5,290.02,2.15,44
2588.625,319.35,1.99,49.77
2588.75,347.42,1.88,56
2588.875,362.82,1.88,56
2589,358.44,1.98,52
2589.125,336.26,2.12,45.26
2589.25,308.23,2.28,38
2589.375,288.82,2.38,34.15
2589.5,273.35,2.44,31
2589.625,265.12,2.47,30.04
2589.75,261.99,2.5,28
2589.875,259.09,2.53,26.08
2590,250.02,2.56,25
2590.125,238.03,2.58,24.04
2590.25,226.34,2.6,22
2590.375,220.08,2.61,21.04
2590.5,217.12,2.6,21
2590.625,217.78,2.6,21.96
2590.75,222.9,2.59,23
2590.875,229.74,2.59,23
2591,233.62,2.59,23
2591.125,235.43,2.59,23
2591.25,238.54,2.59,24
2591.375,240.87,2.59,24.96
2591.5,241.34,2.6,26
2591.625,241.16,2.6,26
2591.75,239.61,2.6,26
2591.875,235.45,2.6,26
2592,279.98,2.61,28
2592.125,265.81,2.61,28
2592.25,247.78,2.61,28
2592.375,231.55,2.61,27.04
2592.5,220.04,2.61,25
2592.625,214.89,2.61,22.11
2592.75,213.74,2.62,19
2592.875,215.4,2.61,17.08
2593,218.62,2.61,16
2593.125,221.43,2.6,16
2593.25,222.85,2.59,16
2593.375,223.99,2.58,15.04
2593.5,230.4,2.58,15
2593.625,240.5,2.58,15
2593.75,246.99,2.58,15
2593.875,245.86,2.58,15.96
2594,240.2,2.58,17
2594.125,230.45,2.6,17.96
2594.25,218.98,2.61,20
2594.375,213.57,2.63,20.96
2594.5,214.93,2.63,21
2594.625,218.06,2.63,21
2594.75,219.02,2.63,21
2594.875,217.09,2.63,20.04
2595,216.75,2.63,19
2595.125,221.13,2.64,18.04
2595.25,225.64,2.64,17
2595.375,226.61,2.66,15.08
2595.5,224.1,2.67,14
2595.625,216.01,2.68,13.04
2595.75,200.36,2.69,12
2595.875,187.48,2.68,12
2596,182.18,2.67,13
2596.125,187.83,2.66,14.93
2596.25,200.47,2.66,17
2596.375,212.87,2.68,19.89
2596.5,223.41,2.7,23
2596.625,228.29,2.7,23.96
2596.75,227.89,2.68,25
2596.875,223.91,2.65,24.04
2597,220.84,2.62,24
2597.125,220.17,2.61,24
2597.25,219.22,2.61,24
2597.375,216.5,2.62,24
2597.5,212.45,2.62,24
2597.625,208.79,2.62,23.04
2597.75,205.85,2.61,24
2597.875,206.22,2.59,24
2598,214.7,2.56,25
2598.125,234.6,2.52,28.85
2598.25,265.61,2.49,33
2598.375,291.42,2.47,34.93
2598.5,312.22,2.48,34
2598.625,323.44,2.49,29.19
2598.75,317,2.5,27
2598.875,293.91,2.52,26.04
2599,267.1,2.56,27
2599.125,242.67,2.58,27
2599.25,219.04,2.58,26
2599.375,214.52,2.54,26
2599.5,230.74,2.48,26
2599.625,254.11,2.45,26
2599.75,270.95,2.47,26
2599.875,275.89,2.52,26
2600,266.81,2.57,25
2600.125,249.29,2.58,24.04
2600.25,239.42,2.56,24
2600.375,253.29,2.51,24
2600.5,275.46,2.46,26
2600.625,291.57,2.43,28.89
2600.75,298.87,2.43,32
2600.875,291.25,2.45,32
2601,269.19,2.48,31
2601.125,248.55,2.52,28.11
2601.25,232.23,2.56,25
2601.375,220.97,2.59,22.11
2601.5,212.16,2.61,20
2601.625,205.91,2.62,18.08
2601.75,198.32,2.63,17
2601.875,192.58,2.63,16.04
2602,190.02,2.62,15
2602.125,190.37,2.61,14.04
2602.25,191.9,2.61,14
2602.375,195.73,2.61,14.96
2602.5,202.19,2.61,17
2602.625,207.9,2.61,18.93
2602.75,213.59,2.6,22
2602.875,219.47,2.6,23.93
2603,224.94,2.6,26
2603.125,227.65,2.6,26.96
2603.25,229.05,2.61,27
2603.375,229.41,2.61,27
2603.5,229.48,2.61,28
2603.625,232.73,2.6,28.96
2603.75,243.84,2.57,30
2603.875,258.31,2.54,30
2604,267.91,2.51,31
2604.125,268.58,2.5,31.96
2604.25,261.59,2.51,31
2604.375,247.39,2.54,29.08
2604.5,231.37,2.56,27
2604.625,225.02,2.59,25.08
2604.75,225.28,2.6,24
2604.875,229.55,2.62,24
2605,235.63,2.63,24
2605.125,239.87,2.62,24
2605.25,240.15,2.6,25
2605.375,237.99,2.58,25.96
2605.5,235.34,2.59,27
2605.625,232.51,2.6,25.08
2605.75,228.9,2.61,23
2605.875,226.96,2.61,21.08
2606,226.32,2.61,20
2606.125,224.09,2.61,20
2606.25,218.88,2.62,21
2606.375,215.05,2.62,21
2606.5,214.74,2.63,21
2606.625,218.87,2.63,21
2606.75,225.29,2.63,22
2606.875,232.61,2.63,22.96
2607,239.81,2.63,23
2607.125,242.18,2.62,22.04
2607.25,239.03,2.62,21
2607.375,235.7,2.62,20.04
2607.5,233.46,2.62,19
2607.625,231.92,2.63,19
2607.75,231.45,2.64,19
2607.875,230.31,2.64,19
2608,225.97,2.64,20
2608.125,220.91,2.63,20
2608.25,216.8,2.62,19
2608.375,216.93,2.62,18.04
2608.5,221.35,2.62,17
2608.625,227.72,2.62,16.04
2608.75,232.22,2.63,16
2608.875,233.87,2.63,16.96
2609,236.17,2.63,17
2609.125,237.52,2.63,17.96
2609.25,236.33,2.64,19
2609.375,236.34,2.65,19.96
2609.5,241.01,2.65,22
2609.625,247.18,2.65,22.96
2609.75,251.75,2.64,24
2609.875,255.88,2.61,24.96
2610,264.48,2.57,26
2610.125,271.4,2.54,26.96
2610.25,273.2,2.52,28
2610.375,271.56,2.53,28
2610.5,266.21,2.56,28
2610.625,254.72,2.6,27.04
2610.75,238.46,2.62,25
2610.875,226.86,2.62,23.08
2611,221.5,2.59,23
2611.125,227.06,2.56,24.93
2611.25,244,2.53,28
2611.375,262.74,2.51,29.93
2611.5,275.24,2.5,31
2611.625,283.43,2.49,31.96
2611.75,289.25,2.5,31
2611.875,280.25,2.52,29.08
2612,262.64,2.55,27
2612.125,249.66,2.57,25.08
2612.25,235.89,2.58,23
2612.375,221.35,2.59,22.04
2612.5,212.46,2.6,21
2612.625,212.31,2.61,21
2612.75,214.1,2.61,21
2612.875,213.58,2.61,20.04
2613,209.51,2.61,18
2613.125,203.17,2.61,17.04
2613.25,197.59,2.61,16
2613.375,195.65,2.61,16
2613.5,197.88,2.62,18
2613.625,203.4,2.62,20.89
2613.75,209.46,2.62,26
2613.875,214.38,2.61,28.89
2614,225.33,2.58,32
2614.125,242.56,2.55,32
2614.25,258.12,2.54,32
2614.375,263.84,2.53,32
2614.5,266.67,2.53,31
2614.625,264.2,2.53,30.04
2614.75,252.61,2.54,29
2614.875,241.17,2.55,28.04
2615,236.29,2.57,27
2615.125,231.82,2.6,27
2615.25,224.72,2.62,27
2615.375,222.63,2.64,27
2615.5,226.05,2.65,27
2615.625,231.26,2.64,27
2615.75,235.31,2.63,27
2615.875,236.24,2.62,27
2616,234.12,2.62,27
2616.125,230.56,2.61,26.04
2616.25,225.99,2.61,25
2616.375,221.86,2.6,24.04
2616.5,217.75,2.6,22
2616.625,213.47,2.6,20.08
2616.75,208.68,2.6,19
2616.875,205.57,2.61,19.96
2617,203.45,2.61,20
2617.125,201.77,2.62,20
2617.25,200.19,2.62,19
2617.375,198.55,2.62,18.04
2617.5,196.71,2.63,17
2617.625,195.66,2.63,16.04
2617.75,195.01,2.64,16
2617.875,194.9,2.64,16
2618,196.13,2.65,16
2618.125,198.38,2.65,16.96
2618.25,201.37,2.64,18
2618.375,204.55,2.63,18.96
2618.5,206.95,2.63,19
2618.625,207.19,2.63,19
2618.75,205.99,2.64,19
2618.875,204.6,2.64,19
2619,202.6,2.64,18
2619.125,199.94,2.64,17.04
2619.25,197.46,2.64,16
2619.375,195.9,2.64,15.04
2619.5,194.59,2.63,15
2619.625,194.46,2.63,15
2619.75,196.07,2.63,15
2619.875,198.36,2.62,15
2620,200.61,2.62,15
2620.125,202.04,2.63,15
2620.25,202.31,2.63,15
2620.375,201.83,2.63,15
2620.5,201.4,2.63,15
2620.625,201.05,2.63,15
2620.75,200.87,2.63,15
2620.875,201.09,2.63,15
2621,200.93,2.64,16
2621.125,200.3,2.64,16.96
2621.25,199.96,2.64,18
2621.375,200.48,2.64,18.96
2621.5,203.31,2.63,21
2621.625,209.89,2.62,22.93
2621.75,219.04,2.61,24
2621.875,225.96,2.6,25.93
2622,230.69,2.55,28
2622.125,233.36,2.44,29.93
2622.25,236.2,2.25,32
2622.375,247.61,2.08,35.85
2622.5,275.81,1.9,42
2622.625,314.26,1.78,53.55
2622.75,353.55,1.68,74
2622.875,382.42,1.63,95.17
2623,398.41,1.63,97
2623.125,396.83,1.71,79.68
2623.25,380.79,1.88,61
2623.375,359.39,2.1,51.38
2623.5,340.85,2.31,44
2623.625,333.59,2.4,43.04
2623.75,331.66,2.38,45
2623.875,335.87,2.35,48.85
2624,344.71,2.35,49
2624.125,343.54,2.41,46.11
2624.25,328.6,2.49,40
2624.375,309.46,2.54,36.15
2624.5,286.76,2.57,34
2624.625,270.48,2.57,32.08
2624.75,269.21,2.55,31
2624.875,276.15,2.52,30.04
2625,283.61,2.49,30
2625.125,291.49,2.47,31.93
2625.25,296.46,2.46,33
2625.375,293.5,2.45,33.96
2625.5,287.4,2.46,32
2625.625,281.07,2.48,30.08
2625.75,278.6,2.51,26
2625.875,280.92,2.55,24.08
2626,280,2.59,22
2626.125,275.29,2.61,21.04
2626.25,272.07,2.62,21
2626.375,265.11,2.61,21
2626.5,249.38,2.61,22
2626.625,235.23,2.61,22
2626.75,225.15,2.62,22
2626.875,218.38,2.62,22
2627,215.87,2.61,22
2627.125,222.52,2.59,22.96
2627.25,234.22,2.57,24
2627.375,246.19,2.55,25.93
2627.5,261.41,2.53,28
2627.625,276.66,2.53,28.96
2627.75,288.16,2.54,27
2627.875,289.75,2.56,25.08
2628,287.05,2.58,24
2628.125,284.05,2.6,23.04
2628.25,277.41,2.61,23
2628.375,268.38,2.61,23.96
2628.5,264.57,2.61,25
2628.625,268.12,2.59,25.96
2628.75,274.84,2.57,27
2628.875,286,2.53,26.04
2629,304.27,2.5,26
2629.125,325.36,2.49,25.04
2629.25,338.57,2.5,25
2629.375,338.07,2.53,25
2629.5,328.95,2.55,24
2629.625,314.45,2.57,24
2629.75,293.81,2.59,24
2629.875,275.44,2.61,23.04
2630,260.27,2.63,22
2630.125,250.35,2.64,21.04
2630.25,243.46,2.64,20
2630.375,236.96,2.64,19.04
2630.5,228.99,2.64,18
2630.625,223.73,2.63,17.04
2630.75,221.97,2.62,16
2630.875,226.09,2.62,16
2631,236.55,2.62,17
2631.125,249.09,2.61,17.96
2631.25,264.41,2.59,19
2631.375,279.35,2.57,19.96
2631.5,289.33,2.54,21
2631.625,286.39,2.53,21.96
2631.75,275.27,2.54,23
2631.875,260.14,2.56,22.04
2632,238.57,2.59,21
2632.125,223.77,2.61,20.04
2632.25,217.51,2.62,21
2632.375,218.61,2.62,21
2632.5,222.99,2.62,22
2632.625,229.77,2.61,22.96
2632.75,237.09,2.59,25
2632.875,242.87,2.58,25
2633,248.21,2.57,25
2633.125,250.67,2.57,25
2633.25,249.73,2.58,25
2633.375,246.88,2.59,25.96
2633.5,244.42,2.59,26
2633.625,242.74,2.6,26
2633.75,241.04,2.61,24
2633.875,239.32,2.61,23.04
2634,236.95,2.61,23
2634.125,234.82,2.61,23.96
2634.25,233.8,2.6,25
2634.375,233.89,2.6,25.96
2634.5,233.17,2.59,25
2634.625,231.12,2.58,23.08
2634.75,227.94,2.58,22
2634.875,224.67,2.58,21.04
2635,221.76,2.59,20
2635.125,221.13,2.6,20
2635.25,223.11,2.61,20
2635.375,226.85,2.61,20.96
2635.5,230.19,2.61,20
2635.625,231.28,2.61,20
2635.75,229.63,2.61,20
2635.875,225.19,2.61,20.96
2636,220.77,2.61,22
2636.125,221.8,2.6,22.96
2636.25,230.02,2.6,24
2636.375,241.91,2.59,24.96
2636.5,253.32,2.59,24
2636.625,256.41,2.59,24
2636.75,251.46,2.6,23
2636.875,240.99,2.62,22.04
2637,229.64,2.63,22
2637.125,223.52,2.63,22.96
2637.25,223.56,2.63,23
2637.375,225.07,2.63,23.96
2637.5,226.52,2.63,26
2637.625,234.7,2.62,27.93
2637.75,255.71,2.61,27
2637.875,285.22,2.58,26.04
2638,314.04,2.55,26
2638.125,328.82,2.53,25.04
2638.25,327.69,2.51,25
2638.375,312.55,2.51,24.04
2638.5,287.66,2.53,23
2638.625,270.7,2.56,22.04
2638.75,267.75,2.59,22
2638.875,273.68,2.61,22
2639,273.8,2.61,21
2639.125,268.67,2.61,21
2639.25,260.88,2.6,20
2639.375,249.96,2.6,19.04
2639.5,240.95,2.6,17
2639.625,240.61,2.61,15.08
2639.75,240.72,2.61,15
2639.875,239.65,2.62,15
2640,238.86,2.61,15
2640.125,234.74,2.61,14.04
2640.25,227.99,2.6,13
2640.375,224.82,2.61,12.04
2640.5,222.09,2.61,11
2640.625,216.26,2.62,11
2640.75,207.36,2.62,11
2640.875,200.45,2.61,11
2641,196.96,2.61,11
2641.125,197.33,2.6,11.96
2641.25,201.05,2.58,13
2641.375,210.15,2.56,14.93
2641.5,227.02,2.52,17
2641.625,246.63,2.49,19.89
2641.75,263.99,2.49,23
2641.875,273.81,2.51,24.93
2642,280.78,2.53,27
2642.125,286.04,2.55,28.93
2642.25,286.03,2.55,30
2642.375,278.4,2.54,30.96
2642.5,270.92,2.54,31
2642.625,267.02,2.53,29.08
2642.75,262.75,2.52,28
2642.875,262.5,2.49,27.04
2643,269.8,2.44,28
2643.125,282.35,2.39,28.96
2643.25,294.02,2.35,29
2643.375,302.88,2.33,29.96
2643.5,316.63,2.32,32
2643.625,339.7,2.33,33.93
2643.75,370.25,2.35,35
2643.875,388.22,2.38,34.04
2644,391.23,2.41,34
2644.125,377.84,2.45,33.04
2644.25,345.59,2.49,32
2644.375,304.89,2.54,30.08
2644.5,268.5,2.58,27
2644.625,249.16,2.61,26.04
2644.75,238.73,2.63,26
2644.875,239.59,2.64,26.96
2645,249.55,2.64,28
2645.125,263.29,2.63,28
2645.25,272.98,2.62,27
2645.375,273.77,2.61,25.08
2645.5,268.91,2.6,23
2645.625,260.15,2.59,21.08
2645.75,246.18,2.59,20
2645.875,234.37,2.59,20
2646,230.35,2.59,20
2646.125,232.26,2.6,20.96
2646.25,234.76,2.61,23
2646.375,237.69,2.61,23.96
2646.5,241.9,2.62,24
2646.625,243.42,2.62,23.04
2646.75,241.18,2.62,23
2646.875,235.84,2.61,22.04
2647,229.02,2.6,22
2647.125,223.15,2.6,21.04
2647.25,217.76,2.61,21
2647.375,214.38,2.61,21
2647.5,212.56,2.61,21
2647.625,211.77,2.62,21
2647.75,211.35,2.62,21
2647.875,212.05,2.63,21
2648,214.52,2.63,21
2648.125,218.42,2.63,21.96
2648.25,223.4,2.62,22
2648.375,226.2,2.6,22.96
2648.5,225.86,2.6,22
2648.625,222.42,2.6,21.04
2648.75,216.67,2.6,19
2648.875,209.73,2.61,19
2649,201.82,2.61,19
2649.125,197.26,2.61,19
2649.25,197.42,2.59,20
2649.375,206.51,2.56,20.96
2649.5,226.24,2.53,22
2649.625,247.7,2.52,22.96
2649.75,261.64,2.54,25
2649.875,266.03,2.57,25
2650,262.39,2.6,25
2650.125,250.66,2.61,25
2650.25,237.77,2.62,24
2650.375,232.77,2.62,23.04
2650.5,233.41,2.62,22
2650.625,235.44,2.62,22
2650.75,236.74,2.61,22
2650.875,237.23,2.61,22
2651,236.49,2.6,23
2651.125,232.54,2.59,23
2651.25,226.76,2.59,23
2651.375,222.55,2.59,22.04
2651.5,220.83,2.6,21
2651.625,220.96,2.61,21
2651.75,222.05,2.62,21
2651.875,223.78,2.63,21
2652,226.13,2.63,20
2652.125,227.44,2.62,20
2652.25,227.57,2.62,19
2652.375,227.24,2.62,19.96
2652.5,226.75,2.62,20
2652.625,225.88,2.61,20
2652.75,224.95,2.61,20
2652.875,225.04,2.61,20.96
2653,226.22,2.61,21
2653.125,228.5,2.61,21.96
2653.25,232.22,2.61,23
2653.375,236.58,2.6,23.96
2653.5,242.96,2.59,25
2653.625,249.11,2.57,25
2653.75,252.01,2.56,25
2653.875,250,2.56,24.04
2654,246.16,2.57,23
2654.125,242.17,2.58,23
2654.25,237.93,2.58,22
2654.375,236.59,2.57,21.04
2654.5,242.27,2.55,22
2654.625,254.64,2.54,23.93
2654.75,265.78,2.52,26
2654.875,270.55,2.51,28.89
2655,273.21,2.52,29
2655.125,268.65,2.54,28.04
2655.25,253.59,2.55,26
2655.375,240.57,2.56,26
2655.5,236.02,2.56,26
2655.625,242.56,2.54,26
2655.75,254.35,2.53,27
2655.875,266.82,2.52,27
2656,279.85,2.53,27
2656.125,284.34,2.54,27.96
2656.25,278.95,2.57,28
2656.375,270.88,2.58,28.96
2656.5,261.49,2.59,30
2656.625,255.08,2.56,30.96
2656.75,262.11,2.52,32
2656.875,276.4,2.48,32
2657,283.81,2.46,32
2657.125,283.12,2.47,31.04
2657.25,279.4,2.51,28
2657.375,267.51,2.55,26.08
2657.5,252.01,2.59,25
2657.625,244.39,2.62,25
2657.75,244.05,2.64,25
2657.875,242.18,2.64,25.96
2658,237.08,2.64,26
2658.125,237.94,2.61,26
2658.25,246.98,2.58,26
2658.375,255.17,2.55,25.04
2658.5,257.19,2.54,26
2658.625,254.08,2.54,26
2658.75,245.18,2.56,25
2658.875,237.83,2.58,24.04
2659,239.06,2.59,24
2659.125,247.19,2.59,24
2659.25,255.25,2.59,25
2659.375,260.76,2.59,25.96
2659.5,259.21,2.6,27
2659.625,250.63,2.6,27
2659.75,242.93,2.6,26
2659.875,244.47,2.6,25.04
2660,252.16,2.59,24
2660.125,259.87,2.57,24
2660.25,263.54,2.57,23
2660.375,261.37,2.57,23
2660.5,252.93,2.58,22
2660.625,241.33,2.6,21.04
2660.75,230.48,2.61,19
2660.875,226.65,2.61,17.08
2661,223.71,2.6,16
2661.125,218.58,2.59,15.04
2661.25,211.45,2.59,15
2661.375,206.48,2.59,15
2661.5,205.71,2.6,15
2661.625,209.93,2.6,15.96
2661.75,217.52,2.61,17
2661.875,225.24,2.61,17.96
2662,231.31,2.62,20
2662.125,234.52,2.63,20.96
2662.25,237.76,2.63,22
2662.375,240.97,2.63,22
2662.5,243.84,2.63,22
2662.625,245.75,2.62,22
2662.75,246.8,2.62,23
2662.875,246.11,2.61,24.93
2663,245.84,2.6,28
2663.125,247.74,2.59,28.96
2663.25,250.01,2.58,29
2663.375,253.18,2.56,28.04
2663.5,262.44,2.54,27
2663.625,272.8,2.53,26.04
2663.75,281.5,2.53,26
2663.875,291.26,2.53,26.96
2664,298.29,2.54,29
2664.125,298.62,2.54,30.93
2664.25,301.74,2.53,33
2664.375,308.91,2.51,33
2664.5,309.27,2.5,33
2664.625,303.23,2.5,32.04
2664.75,299.72,2.5,31
2664.875,294.27,2.51,29.08
2665,280.58,2.52,28
2665.125,269.75,2.53,27.04
2665.25,263.25,2.55,26
