#DEPTH,AC,DEN,CNL
2438.625,222.86,2.57,20.08
2438.75,224.89,2.56,19
2438.875,225.14,2.55,17.08
2439,222.48,2.55,17
2439.125,218.42,2.57,16.04
2439.25,213.25,2.59,16
2439.375,207.43,2.62,16.96
2439.5,201.78,2.64,17
2439.625,200.51,2.66,18.93
2439.75,210.02,2.64,20
2439.875,228.89,2.59,22.89
2440,254.44,2.52,27
2440.125,282.77,2.45,30.85
2440.25,312.76,2.41,36
2440.375,329.18,2.41,38.89
2440.5,331.05,2.43,39
2440.625,323.2,2.46,37.08
2440.75,306.83,2.49,34
2440.875,291.94,2.49,33.04
2441,284.85,2.48,33
2441.125,284.31,2.47,33
2441.25,282.88,2.46,33
2441.375,280.38,2.45,33
2441.5,274.64,2.45,33
2441.625,269.05,2.46,33
2441.75,267.72,2.47,33
2441.875,269.75,2.48,31.08
2442,269.12,2.48,28
2442.125,263.54,2.47,26.08
2442.25,251.53,2.46,25
2442.375,237.53,2.45,25
2442.5,226.37,2.44,26
2442.625,224.25,2.44,26
2442.75,227.26,2.44,27
2442.875,229.64,2.45,27
2443,229.87,2.45,28
2443.125,230.47,2.43,28
2443.25,231.74,2.4,28
2443.375,230.32,2.39,27.04
2443.5,226.78,2.39,26
2443.625,225.93,2.41,26
2443.75,228.24,2.43,26
2443.875,230.54,2.44,26
2444,231.76,2.44,27
2444.125,235.54,2.42,27.96
2444.25,243.91,2.38,29
2444.375,251.34,2.34,29.96
2444.5,257.27,2.32,31
2444.625,259.31,2.33,31
2444.75,253.88,2.38,30
2444.875,240.71,2.44,28.08
2445,224.96,2.49,26
2445.125,215.21,2.52,25.04
2445.25,215.33,2.52,26
2445.375,229.45,2.51,29.85
2445.5,252.92,2.48,33
2445.625,272.36,2.46,33.96
2445.75,281.53,2.44,34
2445.875,278.64,2.43,34.96
2446,266,2.42,36
2446.125,252.65,2.42,34.08
2446.25,246.52,2.41,32
2446.375,251.38,2.4,31.04
2446.5,254.95,2.41,31
2446.625,251.73,2.42,30.04
2446.75,243.24,2.44,30
2446.875,232.3,2.46,29.04
2447,223.09,2.48,28
2447.125,224.12,2.49,27.04
2447.25,228.79,2.5,26
2447.375,228.48,2.51,25.04
2447.5,222.94,2.53,23
2447.625,215.1,2.54,20.11
2447.75,207.45,2.53,18
2447.875,204.37,2.53,17.04
2448,204.58,2.53,17
2448.125,206.05,2.54,17
2448.25,207.55,2.57,17
2448.375,208.16,2.59,17
2448.5,207.53,2.61,18
2448.625,207.47,2.61,18.96
2448.75,212.86,2.58,21
2448.875,229.86,2.52,23.89
2449,257.89,2.43,28
2449.125,280.99,2.36,30.89
2449.25,293.01,2.31,32
2449.375,292.19,2.3,30.08
2449.5,275.78,2.32,28
2449.625,251.07,2.36,25.11
2449.75,227.54,2.39,23
2449.875,216.81,2.41,21.08
2450,210.41,2.43,20
2450.125,207.45,2.45,19.04
2450.25,209.18,2.47,20
2450.375,215.43,2.5,21.93
2450.5,225.92,2.5,24
2450.625,237.84,2.48,24.96
2450.75,248.36,2.47,26
2450.875,249.95,2.49,26
2451,245.31,2.53,26
2451.125,238.64,2.58,25.04
2451.25,231.61,2.61,24
2451.375,227.85,2.62,24
2451.5,228.93,2.62,25
2451.625,232.65,2.61,25.96
2451.75,234.67,2.61,26
2451.875,233.01,2.6,24.08
2452,228.66,2.58,22
2452.125,223.73,2.56,20.08
2452.25,219.46,2.53,18
2452.375,217.81,2.51,18
2452.5,218.37,2.5,18
2452.625,221.18,2.49,17.04
2452.75,224.49,2.48,17
2452.875,225.77,2.47,17
2453,223.94,2.47,17
2453.125,220.11,2.49,16.04
2453.25,214.81,2.51,15
2453.375,210.84,2.52,15
2453.5,209.66,2.52,14
2453.625,212.16,2.51,14
2453.75,216.51,2.51,14
2453.875,220.24,2.5,14.96
2454,222.1,2.5,16
2454.125,221.2,2.51,17.93
2454.25,218.47,2.53,20
2454.375,218.26,2.54,21.93
2454.5,227.48,2.52,24
2454.625,246.06,2.49,26.89
2454.75,264.36,2.47,29
2454.875,273.3,2.48,29.96
2455,275.47,2.51,30
2455.125,267.22,2.56,29.04
2455.25,250.26,2.59,28
2455.375,237.3,2.62,27.04
2455.5,231.18,2.63,25
2455.625,228.16,2.63,24.04
2455.75,224.5,2.63,23
2455.875,222.49,2.62,22.04
2456,221.79,2.61,22
2456.125,221.19,2.61,22
2456.25,220.3,2.6,22
2456.375,220.18,2.59,22
2456.5,220.25,2.59,22
2456.625,219.81,2.59,21.04
2456.75,220.1,2.6,20
2456.875,221.58,2.6,20
2457,222.27,2.61,20
2457.125,220.81,2.61,20
2457.25,218.12,2.61,21
2457.375,215.02,2.61,21.96
2457.5,212.3,2.61,22
2457.625,212.21,2.61,22
2457.75,214.53,2.61,21
2457.875,218.12,2.61,21
2458,222.24,2.62,21
2458.125,226.68,2.62,21
2458.25,235.48,2.62,22
2458.375,246.56,2.59,23.93
2458.5,258.54,2.56,26
2458.625,270.97,2.54,27.93
2458.75,283.5,2.54,32
2458.875,290.26,2.55,33.93
2459,298.68,2.56,36
2459.125,311.25,2.56,37.93
2459.25,320.63,2.54,38
2459.375,324.9,2.52,38
2459.5,338.02,2.5,37
2459.625,361.17,2.49,34.11
2459.75,376.92,2.48,32
2459.875,374.16,2.47,30.08
2460,358.9,2.49,29
2460.125,328.35,2.52,29
2460.25,281.66,2.56,29
2460.375,251.68,2.59,28.04
2460.5,242.81,2.62,27
2460.625,246.99,2.63,26.04
2460.75,251.06,2.63,24
2460.875,253.16,2.62,23.04
2461,253.38,2.61,22
2461.125,252.72,2.6,22
2461.25,252.49,2.6,21
2461.375,252.08,2.59,21
2461.5,249.49,2.58,21
2461.625,243.36,2.57,21
2461.75,237.1,2.56,22
2461.875,236.04,2.55,21.04
2462,238.28,2.52,20
2462.125,239.53,2.5,18.08
2462.25,239.5,2.48,16
2462.375,236.83,2.46,15.04
2462.5,232.76,2.45,14
2462.625,230.37,2.45,14
2462.75,229.1,2.45,13
2462.875,228.73,2.46,13
2463,229.91,2.46,13
2463.125,230.56,2.46,13
2463.25,229.52,2.47,13
2463.375,227.77,2.47,13
2463.5,225.31,2.48,14
2463.625,222.45,2.47,14.96
2463.75,219.96,2.47,15
2463.875,219.16,2.46,15
2464,219.88,2.45,15
2464.125,221.95,2.45,15
2464.25,223.97,2.45,15
2464.375,224.44,2.45,15
2464.5,224.33,2.46,15
2464.625,224.2,2.46,15
2464.75,223.36,2.46,15
2464.875,222.4,2.46,15
2465,222.42,2.45,15
2465.125,223.15,2.45,15
2465.25,223.44,2.45,15
2465.375,223.44,2.45,14.04
2465.5,223.22,2.45,14
2465.625,222.69,2.46,13.04
2465.75,222.57,2.46,13
2465.875,222.78,2.46,13
2466,222.7,2.45,13
2466.125,223.27,2.45,13
2466.25,224.59,2.46,12
2466.375,224.69,2.46,12
2466.5,223.32,2.46,12
2466.625,222.21,2.47,12
2466.75,221.46,2.47,12
2466.875,221.39,2.47,12
2467,222.76,2.46,12
2467.125,225.29,2.46,12.96
2467.25,228.51,2.45,13
2467.375,231.76,2.45,13.96
2467.5,234.93,2.45,14
2467.625,237.35,2.44,14
2467.75,239.41,2.44,14
2467.875,239.51,2.44,14
2468,237.21,2.44,14
2468.125,234.15,2.43,14
2468.25,231.28,2.43,14
2468.375,229.59,2.44,14
2468.5,229.05,2.44,13
2468.625,230.41,2.44,13
2468.75,233.19,2.44,13
2468.875,235.83,2.44,13
2469,237.89,2.44,13
2469.125,239.8,2.44,13
2469.25,241.27,2.45,13
2469.375,240.14,2.45,13
2469.5,237.27,2.46,13
2469.625,234.75,2.48,13
2469.75,231.81,2.51,13
2469.875,228.66,2.54,13
2470,226.67,2.56,13
2470.125,226.03,2.57,13.96
2470.25,225.95,2.58,15
2470.375,228.04,2.59,16.93
2470.5,232.05,2.6,19
2470.625,236.36,2.61,20.93
2470.75,242.55,2.6,23
2470.875,249.15,2.59,23.96
2471,253.86,2.59,26
2471.125,254.46,2.58,27.93
2471.25,252.61,2.58,30
2471.375,249.96,2.59,30
2471.5,248.49,2.59,28
2471.625,249.35,2.58,27.04
2471.75,253.33,2.56,27
2471.875,258.53,2.55,27.96
2472,261.24,2.55,30
2472.125,255.75,2.56,29.04
2472.25,245.11,2.57,27
2472.375,237.22,2.58,26.04
2472.5,237.52,2.57,25
2472.625,247.65,2.55,25.96
2472.75,268.02,2.52,26
2472.875,286.82,2.49,26
2473,294.86,2.48,25
2473.125,287.57,2.5,23.08
2473.25,272.81,2.54,21
2473.375,253.84,2.57,18.11
2473.5,235.13,2.6,17
2473.625,227,2.6,16.04
2473.75,223.51,2.6,16
2473.875,218.73,2.59,16.96
2474,215.24,2.59,18
2474.125,215.17,2.59,18.96
2474.25,216.05,2.58,20
2474.375,220.17,2.58,21.93
2474.5,230.09,2.57,24
2474.625,241.82,2.57,24.96
2474.75,255.71,2.57,26
2474.875,268.93,2.58,26
2475,275.78,2.6,25
2475.125,272.04,2.61,24.04
2475.25,261.84,2.61,24
2475.375,250.95,2.61,24
2475.5,241.44,2.58,25
2475.625,239.47,2.53,25.96
2475.75,243.84,2.5,27
2475.875,252.43,2.48,28.93
2476,263.82,2.46,31
2476.125,270.62,2.46,31.96
2476.25,268.98,2.47,33
2476.375,266.75,2.49,33
2476.5,268.25,2.5,32
2476.625,267.54,2.52,32
2476.75,263.41,2.52,30
2476.875,261.04,2.51,30
2477,259.66,2.5,30
2477.125,254.17,2.49,30.96
2477.25,246.36,2.49,31
2477.375,247.03,2.5,31
2477.5,252.66,2.51,29
2477.625,252.82,2.52,28.04
2477.75,251.45,2.51,28
2477.875,255.51,2.5,28
2478,262.83,2.47,29
2478.125,269.7,2.44,30.93
2478.25,281.06,2.42,32
2478.375,290.56,2.4,32.96
2478.5,293.78,2.39,32
2478.625,289.63,2.39,31.04
2478.75,279.55,2.4,28
2478.875,268.4,2.41,26.08
2479,260.31,2.43,25
2479.125,255.71,2.45,24.04
2479.25,251.56,2.46,24
2479.375,252.54,2.48,24.96
2479.5,256.77,2.49,26
2479.625,257.95,2.5,26.96
2479.75,258.37,2.51,28
2479.875,264.08,2.52,29.93
2480,273.9,2.52,32
2480.125,280.95,2.52,32
2480.25,285.11,2.52,32
2480.375,285.51,2.51,32
2480.5,282.2,2.51,32
2480.625,276.84,2.51,32
2480.75,272.47,2.51,33
2480.875,272.99,2.51,33.96
2481,276.01,2.52,34
2481.125,275.36,2.53,33.04
2481.25,270.11,2.53,31
2481.375,264.2,2.54,31
2481.5,258.75,2.55,31
2481.625,253.39,2.57,31
2481.75,248.55,2.58,30
2481.875,245.94,2.6,30.96
2482,243.2,2.6,32
2482.125,241.38,2.59,32.96
2482.25,245.27,2.57,34
2482.375,255.1,2.55,33.04
2482.5,266.63,2.53,31
2482.625,274.79,2.52,31
2482.75,281.28,2.52,31
2482.875,282.1,2.53,31.96
2483,277.97,2.54,32
2483.125,273.76,2.55,32
2483.25,270.6,2.55,33
2483.375,267.7,2.55,33
2483.5,266.77,2.56,33
2483.625,267.26,2.56,33
2483.75,266.66,2.57,33
2483.875,266.31,2.57,33
2484,265.13,2.57,31
2484.125,261.91,2.57,29.08
2484.25,258.86,2.56,27
2484.375,254.66,2.56,26.04
2484.5,245.55,2.55,25
2484.625,236.12,2.55,23.08
2484.75,228.25,2.56,21
2484.875,223.56,2.56,19.08
2485,223.92,2.56,19
2485.125,229.21,2.56,19.96
2485.25,235.04,2.57,21
2485.375,236.72,2.57,21.96
2485.5,235.62,2.57,21
2485.625,231.74,2.57,20.04
2485.75,225.52,2.57,19
2485.875,220.68,2.57,18.04
2486,218.27,2.57,17
2486.125,217.09,2.57,17
2486.25,215.78,2.56,17
2486.375,215.79,2.56,17
2486.5,218.19,2.55,19
2486.625,223.2,2.55,20.93
2486.75,232.77,2.54,24
2486.875,246.12,2.53,25.93
2487,260.66,2.52,26
2487.125,268.23,2.51,27.93
2487.25,272.37,2.52,29
2487.375,274.82,2.53,30.93
2487.5,272.57,2.54,31
2487.625,266.91,2.55,30.04
2487.75,265.6,2.55,29
2487.875,267.74,2.54,29
2488,267.68,2.54,28
2488.125,265.48,2.54,26.08
2488.25,263.2,2.55,23
2488.375,257.13,2.55,21.08
2488.5,241.15,2.57,20
2488.625,222.37,2.59,20
2488.75,207.55,2.6,18
2488.875,200.21,2.61,16.08
2489,198.09,2.62,14
2489.125,203.12,2.61,14.96
2489.25,211.35,2.61,17
2489.375,222.86,2.59,19.89
2489.5,236.2,2.57,23
2489.625,244,2.56,23.96
2489.75,250.95,2.55,25
2489.875,258.04,2.55,26.93
2490,258.17,2.56,27
2490.125,254.73,2.56,27.96
2490.25,258.63,2.55,27
2490.375,264.27,2.53,27
2490.5,268.17,2.51,27
2490.625,275.05,2.5,28.93
2490.75,281.98,2.51,32
2490.875,279.79,2.52,33.93
2491,275.7,2.52,35
2491.125,275.92,2.52,35
2491.25,276.93,2.52,35
2491.375,276.94,2.51,35.96
2491.5,278.33,2.51,36
2491.625,279.55,2.51,35.04
2491.75,278.28,2.51,34
2491.875,274.72,2.51,33.04
2492,268.75,2.53,31
2492.125,260.83,2.54,28.11
2492.25,252.17,2.56,26
2492.375,247.18,2.57,24.08
2492.5,243.91,2.58,22
2492.625,240.18,2.58,22
2492.75,235.08,2.59,21
2492.875,230.12,2.59,21
2493,226.43,2.58,21
2493.125,227.73,2.58,21.96
2493.25,235.73,2.57,24
2493.375,247.14,2.57,25.93
2493.5,260.16,2.56,29
2493.625,271.47,2.54,30.93
2493.75,281.81,2.51,31
2493.875,286.73,2.49,30.04
2494,284.28,2.47,29
2494.125,278.96,2.47,28.04
2494.25,272.43,2.49,27
2494.375,262.52,2.5,25.08
2494.5,249.57,2.52,23
2494.625,240.07,2.55,20.11
2494.75,231.68,2.57,17
2494.875,222.61,2.59,15.08
2495,215.64,2.6,15
2495.125,217.69,2.6,15
2495.25,225.02,2.6,16
2495.375,229.92,2.59,16.96
2495.5,232.83,2.57,18
2495.625,237.95,2.56,19.93
2495.75,247.43,2.56,22
2495.875,255.37,2.56,25.85
2496,261.91,2.56,28
2496.125,266.34,2.56,28.96
2496.25,265.32,2.55,29
2496.375,258.56,2.53,29
2496.5,254.21,2.52,29
2496.625,256.43,2.5,29
2496.75,264.16,2.49,30
2496.875,273.62,2.47,31.93
2497,282.41,2.46,34
2497.125,285.77,2.45,34.96
2497.25,284.44,2.45,34
2497.375,280.7,2.47,34.96
2497.5,276.93,2.49,35
2497.625,273.98,2.51,35
2497.75,272.71,2.51,34
2497.875,275.34,2.5,34
2498,280.05,2.47,34
2498.125,284.66,2.45,34.96
2498.25,290.44,2.45,36
2498.375,295.25,2.45,36
2498.5,295.1,2.46,35
2498.625,289.17,2.48,34.04
2498.75,281.1,2.5,34
2498.875,274.62,2.51,33.04
2499,266.01,2.53,31
2499.125,255.18,2.55,28.11
2499.25,241.9,2.57,24
2499.375,228.17,2.58,20.15
2499.5,211.91,2.59,17
2499.625,200.18,2.61,16.04
2499.75,195.26,2.61,15
2499.875,197.95,2.61,14.04
2500,204.14,2.6,15
2500.125,212.36,2.59,15.96
2500.25,223.71,2.59,19
2500.375,232.56,2.59,21.89
2500.5,238.46,2.59,24
2500.625,238.3,2.58,24
2500.75,233.59,2.58,24
2500.875,227.57,2.57,24
2501,224.55,2.56,24
2501.125,226.74,2.56,24
2501.25,234.66,2.56,25
2501.375,245.01,2.55,27.89
2501.5,254.6,2.54,30
2501.625,259.35,2.51,31.93
2501.75,261.48,2.48,32
2501.875,261.61,2.46,32
2502,261.42,2.46,33
2502.125,263.73,2.47,34.93
2502.25,269.48,2.5,36
2502.375,276.02,2.52,36.96
2502.5,282.43,2.54,36
2502.625,286.39,2.54,34.08
2502.75,285.77,2.55,34
2502.875,279.92,2.55,33.04
2503,270.56,2.56,33
2503.125,263.63,2.55,32.04
2503.25,259.97,2.55,32
2503.375,260.36,2.54,32
2503.5,265.37,2.52,33
2503.625,273.93,2.5,33
2503.75,279.6,2.48,35
2503.875,280.65,2.45,35.96
2504,281.06,2.44,36
2504.125,280.92,2.44,36
2504.25,280.08,2.45,36
2504.375,281.59,2.46,36
2504.5,285.6,2.47,36
2504.625,289.16,2.47,36
2504.75,291.33,2.46,36
2504.875,291.12,2.45,36
2505,289.26,2.43,35
2505.125,287.14,2.43,34.04
2505.25,285.61,2.44,34
2505.375,286.25,2.45,34
2505.5,290.97,2.47,34
2505.625,297.09,2.48,33.04
2505.75,298.08,2.5,32
2505.875,286.85,2.52,31.04
2506,267.39,2.55,30
2506.125,248.97,2.57,28.08
2506.25,233.5,2.58,26
2506.375,227.37,2.59,25.04
2506.5,232.69,2.58,25
2506.625,243.16,2.57,25.96
2506.75,254.18,2.55,27
2506.875,261.49,2.53,27
2507,266.6,2.52,27
2507.125,268.63,2.52,26.04
2507.25,269.05,2.53,27
2507.375,266.54,2.54,27.96
2507.5,259.19,2.55,29
2507.625,250.83,2.57,29
2507.75,243.1,2.58,28
2507.875,237.65,2.59,28
2508,235.55,2.57,27
2508.125,238.29,2.56,27.96
2508.25,243.4,2.54,28
2508.375,247,2.54,28.96
2508.5,250.01,2.54,30
2508.625,252.88,2.54,30.96
2508.75,257.15,2.53,32
2508.875,264.15,2.53,32.96
2509,274.31,2.53,34
2509.125,281.29,2.53,33.04
2509.25,280.03,2.53,32
2509.375,268.89,2.54,30.08
2509.5,250.08,2.55,27
2509.625,229.34,2.56,24.11
2509.75,209.15,2.57,21
2509.875,197.58,2.58,17.15
2510,196.76,2.58,15
2510.125,205.25,2.57,15
2510.25,221.79,2.56,17
2510.375,239.89,2.55,18.93
2510.5,258.1,2.54,22
2510.625,271.9,2.53,24.89
2510.75,279.38,2.53,29
2510.875,276.9,2.53,30.93
2511,266.51,2.53,32
2511.125,253.54,2.54,31.04
2511.25,238.83,2.55,28
2511.375,226.44,2.56,26.08
2511.5,219.05,2.56,24
2511.625,219.35,2.56,23.04
2511.75,224.95,2.56,24
2511.875,231.93,2.56,24
2512,239.29,2.56,25
2512.125,245.14,2.56,25.96
2512.25,250.23,2.57,27
2512.375,253.65,2.57,27.96
2512.5,256.34,2.57,29
2512.625,257.43,2.57,29.96
2512.75,255.7,2.57,31
2512.875,251.72,2.56,31
2513,247.13,2.55,30
2513.125,244.2,2.55,29.04
2513.25,242.92,2.56,28
2513.375,244.09,2.56,28
2513.5,247.14,2.56,28
2513.625,249.42,2.57,28.96
2513.75,249.04,2.57,28
2513.875,245.71,2.57,27.04
2514,241.45,2.57,26
2514.125,237.92,2.57,25.04
2514.25,233.88,2.57,25
2514.375,231.07,2.57,25
2514.5,231.15,2.57,24
2514.625,231.83,2.57,23.04
2514.75,231.89,2.57,22
2514.875,234.11,2.57,22.96
2515,238.43,2.56,24
2515.125,242.1,2.55,24.96
2515.25,245.95,2.55,26
2515.375,249.03,2.55,26
2515.5,248.81,2.55,25
2515.625,245.41,2.56,24.04
2515.75,241.4,2.57,23
2515.875,237.69,2.57,22.04
2516,233.59,2.57,21
2516.125,231.38,2.57,21
2516.25,231.45,2.57,21
2516.375,231.64,2.57,21.96
2516.5,231.42,2.57,23
2516.625,231.7,2.57,22.04
2516.75,231.98,2.56,22
2516.875,231.37,2.56,22.96
2517,229.91,2.56,23
2517.125,228,2.57,23
2517.25,225.11,2.57,23
2517.375,222.06,2.58,22.04
2517.5,219.75,2.58,21
2517.625,219.47,2.59,21
2517.75,220.36,2.59,21
2517.875,221.74,2.59,22.93
2518,222.78,2.58,24
2518.125,223.49,2.58,24
2518.25,225.39,2.58,25
2518.375,229.5,2.58,25.96
2518.5,236.69,2.58,29
2518.625,245.64,2.58,30.93
2518.75,252.65,2.58,33
2518.875,253.34,2.57,32.04
2519,248.91,2.57,31
2519.125,242.23,2.56,30.04
2519.25,234.66,2.57,29
2519.375,230.77,2.58,28.04
2519.5,231.35,2.6,26
2519.625,235.32,2.61,26
2519.75,239.46,2.61,27
2519.875,241.53,2.59,28.93
2520,244.77,2.57,31
2520.125,250.71,2.56,31.96
2520.25,258.5,2.54,34
2520.375,267.83,2.52,36.89
2520.5,279.93,2.5,40
2520.625,290.84,2.48,42.89
2520.75,299.98,2.46,45
2520.875,304.32,2.45,45.96
2521,304.52,2.44,45
2521.125,301.25,2.44,42.11
2521.25,295.01,2.44,40
2521.375,287.79,2.45,38.08
2521.5,281.42,2.46,37
2521.625,277.74,2.46,36.04
2521.75,277.24,2.48,36
2521.875,278.9,2.51,35.04
2522,278.72,2.55,35
2522.125,275.08,2.59,35
2522.25,268.96,2.62,36
2522.375,263.9,2.63,36.96
2522.5,264.96,2.61,39
2522.625,272.68,2.58,40.93
2522.75,284.84,2.53,42
2522.875,293.98,2.49,42
2523,296.03,2.46,41
2523.125,288.62,2.45,38.11
2523.25,278.46,2.44,36
2523.375,271.29,2.44,35.04
2523.5,266.11,2.44,35
2523.625,262.36,2.45,35.96
2523.75,257.79,2.45,36
2523.875,255.27,2.45,35.04
2524,258.28,2.43,35
2524.125,266.94,2.4,35.96
2524.25,280.62,2.39,39
2524.375,292.97,2.39,39.96
2524.5,299.35,2.41,38
2524.625,295.2,2.44,34.15
2524.75,287.64,2.46,32
2524.875,284.99,2.47,31.04
2525,288.63,2.47,32
2525.125,294.7,2.46,33.93
2525.25,299.24,2.45,36
2525.375,297.49,2.44,36.96
2525.5,289.49,2.44,37
2525.625,277.16,2.45,36.04
2525.75,261.65,2.47,35
2525.875,247.82,2.51,35
2526,243.25,2.55,34
2526.125,247.32,2.59,34.96
2526.25,253.29,2.6,35
2526.375,259.98,2.6,34.04
2526.5,271,2.59,33
2526.625,277.63,2.59,33
2526.75,274.07,2.57,33
2526.875,269.6,2.56,33.96
2527,271.44,2.55,35
2527.125,273.28,2.55,35.96
2527.25,273.16,2.54,38
2527.375,273.23,2.54,38
2527.5,270.91,2.54,38
2527.625,265.67,2.54,36.08
2527.75,262.34,2.53,35
2527.875,263.72,2.52,34.04
2528,267.58,2.5,35
2528.125,269.79,2.49,35.96
2528.25,269.67,2.49,37
2528.375,268.48,2.49,37
2528.5,269.11,2.5,36
2528.625,272.21,2.51,35.04
2528.75,279.3,2.5,34
2528.875,291.02,2.49,34.96
2529,303.42,2.48,36
2529.125,305.38,2.48,37.93
2529.25,306.2,2.47,38
2529.375,310.43,2.47,36.08
2529.5,307.17,2.47,34
2529.625,296.5,2.48,33.04
2529.75,287.4,2.49,33
2529.875,278.08,2.51,33
2530,263.62,2.54,33
2530.125,255.42,2.56,33.96
2530.25,256.34,2.57,34
2530.375,260.89,2.59,34
2530.5,265.5,2.6,33
2530.625,269.61,2.61,33
2530.75,273.65,2.6,33
2530.875,277.48,2.58,35.89
2531,284.13,2.53,39
2531.125,292.66,2.48,40.93
2531.25,299.37,2.43,40
2531.375,300.9,2.41,39.04
2531.5,298.65,2.4,39
2531.625,296.56,2.4,38.04
2531.75,297.19,2.4,37
2531.875,298.99,2.41,36.04
2532,298.88,2.42,37
2532.125,298.77,2.44,38.93
2532.25,300.8,2.45,40
2532.375,301.41,2.47,40
2532.5,299.64,2.48,39
2532.625,296.19,2.5,37.08
2532.75,288.88,2.52,36
2532.875,279.85,2.53,36
2533,274.77,2.53,36
2533.125,276.96,2.52,36.96
2533.25,285.39,2.5,37
2533.375,294.18,2.49,37
2533.5,299.12,2.47,37
2533.625,295.73,2.47,36.04
2533.75,287.78,2.47,36
2533.875,279.44,2.49,36.96
2534,274.69,2.51,38
2534.125,276.81,2.53,38.96
2534.25,284.85,2.53,39
2534.375,291.78,2.51,37.08
2534.5,294.41,2.5,34
2534.625,288.61,2.49,32.08
2534.75,273.33,2.51,30
2534.875,254.93,2.54,27.11
2535,236.26,2.57,25
2535.125,223.18,2.6,23.08
2535.25,214.02,2.62,22
2535.375,208.48,2.64,21.04
2535.5,204.36,2.64,20
2535.625,203.75,2.64,19.04
2535.75,205.27,2.64,19
2535.875,207.52,2.64,19
2536,210.85,2.63,19
2536.125,213.61,2.63,19.96
2536.25,215.58,2.62,20
2536.375,217.71,2.61,20.96
2536.5,221.25,2.61,22
2536.625,225,2.61,22.96
2536.75,229.53,2.61,24
2536.875,233.42,2.61,24.96
2537,235.7,2.6,25
2537.125,234.06,2.6,25
2537.25,229.61,2.6,25
2537.375,223.89,2.61,23.08
2537.5,216.98,2.63,21
2537.625,209.5,2.63,19.08
2537.75,200.82,2.64,18
2537.875,194.76,2.64,16.08
2538,191.7,2.64,16
2538.125,192.48,2.65,16
2538.25,196.08,2.65,17
2538.375,200.94,2.64,17.96
2538.5,205.53,2.63,20
2538.625,208.32,2.62,20
2538.75,211.22,2.62,21
2538.875,216.21,2.63,21
2539,224.72,2.63,22
2539.125,234.85,2.62,22
2539.25,243.42,2.62,23
2539.375,245.07,2.61,23.96
2539.5,239.15,2.61,24
2539.625,228.33,2.61,24.96
2539.75,215.33,2.62,24
2539.875,207.83,2.64,22.08
2540,205.76,2.64,21
2540.125,207.07,2.64,20.04
2540.25,209.1,2.64,20
2540.375,209.78,2.63,20
2540.5,208.2,2.62,20
2540.625,206.7,2.62,20
2540.75,208.1,2.61,21
2540.875,214.72,2.6,21.96
2541,226.56,2.6,23
2541.125,236.86,2.6,23.96
2541.25,242.9,2.59,27
2541.375,244.51,2.59,28.93
2541.5,241.67,2.59,30
2541.625,234.15,2.59,28.08
2541.75,227.81,2.61,26
2541.875,225.96,2.62,25.04
2542,225.98,2.62,25
2542.125,226.9,2.61,25
2542.25,228.51,2.57,25
2542.375,229.42,2.52,25.96
2542.5,232.81,2.46,27
2542.625,246.79,2.4,30.85
2542.75,275.8,2.32,37
2542.875,309.6,2.22,43.74
2543,346.14,2.11,48
2543.125,374.72,2.04,48.96
2543.25,391.08,2.01,52
2543.375,382.33,2.03,54.89
2543.5,356.58,2.1,54
2543.625,322.77,2.21,49.19
2543.75,283.2,2.34,41
2543.875,249.92,2.47,33.3
2544,224.08,2.55,26
2544.125,211.92,2.59,20.23
2544.25,206.37,2.61,18
2544.375,204.12,2.61,16.08
2544.5,201.2,2.62,16
2544.625,198.16,2.61,16.96
2544.75,195.9,2.61,16
2544.875,195.27,2.61,16
2545,195.89,2.62,15
2545.125,197.68,2.62,15
2545.25,199.82,2.62,16
2545.375,201.5,2.61,16
2545.5,203.45,2.61,17
2545.625,205.22,2.62,17
2545.75,206.67,2.62,17
2545.875,207.82,2.61,17.96
2546,209.5,2.61,19
2546.125,212.74,2.62,19.96
2546.25,217.35,2.62,21
2546.375,220.97,2.62,22.93
2546.5,224.43,2.62,24
2546.625,227.94,2.62,24.96
2546.75,229.77,2.62,26
2546.875,227.93,2.61,27.93
2547,227.62,2.6,29
2547.125,234.33,2.58,29
2547.25,244.27,2.55,29
2547.375,249.7,2.52,28.04
2547.5,251.73,2.49,27
2547.625,249.28,2.5,26.04
2547.75,239.48,2.52,24
2547.875,228.37,2.55,24
2548,228.74,2.57,23
2548.125,243.1,2.56,23.96
2548.25,260.02,2.55,26
2548.375,269.51,2.55,27.93
2548.5,275.06,2.54,29
2548.625,276.26,2.53,29.96
2548.75,270.09,2.51,30
2548.875,262.21,2.49,29.04
2549,260.67,2.48,28
2549.125,260.9,2.48,28
2549.25,256.09,2.5,28
2549.375,250.37,2.53,28
2549.5,244.99,2.55,28
2549.625,238.51,2.57,27.04
2549.75,231.16,2.59,26
2549.875,225.73,2.6,25.04
2550,222.21,2.6,24
2550.125,221.36,2.59,23.04
2550.25,222.72,2.59,22
2550.375,225.73,2.59,22.96
2550.5,230.13,2.59,24
2550.625,234.13,2.59,24.96
2550.75,237.33,2.59,27
2550.875,239.42,2.58,27
2551,240.3,2.56,27
2551.125,239.04,2.55,27
2551.25,236.15,2.55,26
2551.375,232.91,2.56,26
2551.5,229.12,2.56,25
2551.625,225.8,2.58,25
2551.75,223.4,2.6,25
2551.875,222.26,2.61,25
